format	download_at	full_price	name	publisher	release_date	pages	dimensions	ISBN-10	ISBN-13	customers_review	about	height	width	depth
CAPA COMUM	2024-04-15T17:29:58.048298	30.9	Zagor Classic - volume 11: Os renegados	MYTHOS	2022-02-4	100	16 x 0.5 x 21 cm	6559512134	978-6559512133	4.0	Os RenegadosUm comerciante suspeito, chamado Kendall, presenteia armas aos sênecas de Dente Quebrado, incitando-os a expulsar os colonos da região. Em troca, o patife pretende obter o direito de ser o único autorizado a caçar na região sem ser incomodado, e, desse modo, poder vender peles pelo preço que desejar. Leia mais	21.0	16.0	0.5
CAPA COMUM	2024-04-15T17:30:01.274494	32.9	Júlia Nova Série Vol. 03: A matadora disponível	MYTHOS	2022-01-28	132	16 x 0.6 x 21 cm	6559512118	978-6559512119	15.0	A matadora disponívelDarryl Robinson, criminólogo da Universidade Balfour, está convencido de que foi preterido pela Universidade Hollyhock em favor de Júlia. Frustrado, ele decide castigar a rival e tem em mente um aliado perfeito: com um anúncio cifrado, publicado no jornal Sentinel, ele entra em contato com Myrna Harrod, e os dois tornam-se cúmplices em um sangrento plano de vingança! Leia mais	21.0	16.0	0.6
CAPA COMUM	2024-04-15T17:30:05.288408	14.9	Tex Nº 627: A bruxa do pântano	MYTHOS	2022-01-28	116	13.5 x 0.5 x 17.6 cm	6559512657	978-6559512652	31.0	Em Lilyville, Louisiana, Tex e Carson tentam descobrir a verdade sobre o fim do coronel Lamont, que, ao morrer, deixou sozinha a sua jovem sobrinha Rachelle. O crime foi cometido por um misterioso killer negro, Carrillo, o qual recolhe os revólveres das suas vítimas, na crença de que, agindo dessa forma, assume a força delas. Carrillo quer se vingar dos maiorais da cidade, que lhe pagaram pelo assassinato para depois tentar matá-lo. Tex o enfrenta em um duelo e atira nele, mas o criminoso escapa com vida. O pistoleiro vodu, protegido pela bruxa Marine, aparentemente é imortal... Leia mais	17.6	13.5	0.5
CAPA COMUM	2024-04-15T17:30:09.156674	30.9	Martin Mystère - Volume 27: Neve de verão	MYTHOS	2022-01-28	100	16 x 0.6 x 21 cm	6559512673	978-6559512676	2.0	Neve de verãoWounded Knee é o lugar onde ocorreu o último massacre de índios cometido pelo exército americano: em 29 de dezembro de 1890, foram exterminados o chefe Big Foot e outros trezentos índios Lakotas Sioux, a maioria mulheres e crianças. Mais de um século depois, Martin Mystère e Java se veem no centro de uma disputa que envolve um descendente direto de Big Foot e outros três dakotas. Leia mais	21.0	16.0	0.6
CAPA COMUM	2024-04-15T17:30:12.452334	30.9	Dylan Dog Nova Série - volume 21: Do fundo	MYTHOS	2022-01-28	100	16 x 0.6 x 21 cm	6559512681	978-6559512683	13.0	Dylan Dog é procurado por um rapaz chamado Holden, que sofre de hipertimesia, Síndrome da Supermemória, distúrbio que leva a lembrar de todos os detalhes autobiográficos, mesmo os supérfluos. Holden decide recorrer ao Investigador do Pesadelo quando sua mente começa a se lembrar de outras coisas... atos criminosos não cometidos por ele, ocorridos muito tempo antes. Leia mais	21.0	16.0	0.6
CAPA COMUM	2024-04-15T17:30:16.186315	79.9	Martin Mystère Ed. Gigante Vol. 1: Xanadu: 01	MYTHOS	2022-01-27	260	18.4 x 1.6 x 27.5 cm	6559512053	978-6559512058	12.0	"XanaduUma aventura impactante para a saga de Martin Mystère, que narra a história de dois amigos que se tornaram inimigos e que agora terão a oportunidade de retornar ao passado e entender as razões que os colocaram em lados opostos do bem e do mal. Martin e Sergej Orloff são chamados por Kut Humi, o guru de ambos, para defender Agarthi de uma terrível ameaça. E tudo começa com um grave ataque que deixa o nosso arqueólogo em uma cadeira de rodas. Nesta edição você vai saber o que aconteceu com a famosa arma de raios de Martin Mystère e descobrir por que ele é chamado de “Detetive do Impossível"" Leia mais"	27.5	18.4	1.6
CAPA DURA	2024-04-15T17:30:19.705079	79.9	As grandes aventuras de Tex - volume 12: A saga de Lucero	MYTHOS	2022-01-20	324	15.7 x 2.6 x 21 cm	6559511898	978-6559511891	49.0	No Arizona, a região montanhosa ao redor de Nogales vive aterrorizada pela ferocidade de um bando de apaches mescaleros que, após cada ataque, desaparece sem deixar o menor vestígio. Tex e seus parceiros iniciam as buscas baseando-se em um nome murmurado por umas das vítimas dos saqueadores indígenas: Lucero. Gianluigi Bonelli, o roteirista desta belíssima aventura, coloca diante de Tex um adversário complexo e fascinante como jamais tinha sido visto antes, elaborado com uma atenção especial, quase como se G. L. tivesse pensado em colocar o seu caubói para enfrentar uma versão indígena de si mesmo. Pouquíssimas vezes um adversário deu tanto trabalho ao nosso Ranger, e é por isso que esta Grande Aventura (com iniciais maiúsculas, como o título desta série) figura em muitas listas das dez melhores histórias texianas de todos os tempos. Leia mais	21.0	15.7	2.6
CAPA COMUM	2024-04-08T21:56:05.093751	129.9	Solo Leveling – Volume 03 (Full Color)	NEWPOP	2021-05-10	300	15 x 2 x 21 cm	6586799163	978-6586799163	4.9	Um grande fenômeno um dia aconteceu, portais desconhecidos surgiram ligando o mundo que conhecemos a uma realidade totalmente extraordinária de monstros e seres fantasiosos, cujo único objetivo era matar humanos. Em resposta a esse novo perigo, surgiram os “caçadores”, humanos que foram “despertados” e ganharam poderes capazes de bater de frente com essas criaturas. Dentre eles, há um conhecido por ser “a pior arma da humanidade”, Sung Jin-Woo. Mas sua sorte irá mudar quando uma incursão que deveria ser fácil se torna um verdadeiro pesadelo. A versão imprensa do famoso webtoon. Leia mais	21.0	15.0	2.0
CAPA COMUM	2024-04-15T17:29:47.320105	19.9	Tex Willer Nº 36: A diligência do ouro	MYTHOS	2022-02-11	68	15 x 0.4 x 21 cm	6559512142	978-6559512140	21.0	A diligência do ouroGarner e Cahill planejam um novo golpe com a ajuda dos capangas de Camargo. Mas ainda não se livraram dos dois obstinados caçadores que estão no rastro deles... Quem encontrará primeiro o carregamento de ouro? Leia mais	21.0	15.0	0.4
CAPA DURA	2024-04-15T17:30:23.229910	69.9	Ken Parker Vol. 05: Caçada no mar / Terras brancas	MYTHOS	2022-01-17	204	17 x 1.7 x 23.3 cm	6559512010	978-6559512010	85.0	Caçada no marKen Parker é engajado à força para fazer parte da tripulação da New England (Nova Inglaterra), uma baleeira que segue para as águas geladas do Estreito de Bering. Uma viagem dramática em que a luta pela sobrevivência não é só dos grandes cetáceos caçados de forma impiedosa.Terras brancasDepois de escapar do naufrágio da baleeira New England, Ken e mais o marinheiro esquimó Nanuk, o capitão Chase e Laura, a esposa deste último, lutam pela sobrevivência entre as geleiras do norte do Alasca. Leia mais	23.3	17.0	1.7
CAPA COMUM	2024-04-15T17:30:59.126872	31.9	Júlia - Vol. 25: Quem é Christine?	MYTHOS	2021-12-22	132	16 x 0.8 x 21 cm	6559512002	978-6559512003	6.0	Quem é Christine?Quem é Christine? Júlia participa das investigações sobre o desaparecimento de uma jovem e, surpreendentemente, o pai da garota é encontrado morto em um beco. Enquanto isso, a misteriosa fugitiva parece decidida a fazer com que ninguém encontre seu rastro. Mas por quê? Do que ela foge? E, afinal... quem é Christine? Leia mais	21.0	16.0	0.8
CAPA COMUM	2024-04-15T17:31:38.398822	29.9	Dylan Dog Nova Série - volume 20: O preço da carne	MYTHOS	2021-12-20	100	16 x 0.6 x 21 cm	6559512096	978-6559512096	13.0	O corpo de uma menina morta e sepultada há muito tempo emerge das águas da ilhota de Grain, em Kent, sem a cabeça. O pai a reconhece imediatamente, mas a polícia se recusa a aceitar a desconcertante verdade. Para esclarecer a terrível história, Dylan deve ir até a remota localidade e descobrir que monstruosidade se oculta entre os túmulos do cemitério. Leia mais	21.0	16.0	0.6
CAPA DURA	2024-04-15T17:32:20.079077	100.0	Choques alienígenas	MYTHOS	2021-11-29	212	26.4 x 18.8 x 1.4 cm	8578672550	978-8578672553	32.0	Amando os Aliens… de Alan Moore, criador de clássicos como Watchmen e A Balada de Halo Jones, dois Contatos Imediatos do Terceiro Grau! Em D.R. & Quinch, dois alienígenas irresponsáveis estão numa missão para se divertir e causar tanto caos quanto possível. Destruir a Terra é apenas um truque de seu vasto repertório, que inclui realizar traições, começar guerras, provocar mágoas e até fazer um blockbuster hollywoodiano! E em Skizz, uma espaçonave de Tau Ceti se choca com os arredores de Birmingham, e seu único ocupante ― o ínterprete Zhcchz ― se vê sozinho e incapaz de partir, num mundo que mal compreende… Por sorte para o alienígena, ele faz amizade com uma estudante chamada Roxy, que tenta ajudá-lo a se aclimatar ao planeta. Mas ela poderá protegê-lo de perigos que vão desde a culinária terráquea a insanos caçadores de alienígenas? Com a arte de Alan Davis e Jim Balkie, este volume de 212 páginas reúne duas das melhores histórias do começo da carreira de Alan Moore, em doses ágeis e certeiras. Leia mais	26.4	18.8	1.4
CAPA COMUM	2024-04-15T17:32:59.204232	59.9	Zagor Nova Série - volume 6: O destino de Hellingen	MYTHOS	2021-11-11	284	16 x 1.7 x 21 cm	6559511529	978-6559511525	19.0	O destino de HellingenEnquanto um grupo de misteriosos encapuzados se reúne sob a liderança de Quaritch, ex-assistente do professor Hellingen, Tonka pede ajuda a Zagor para localizar alguns membros da tribo mohawk que desapareceram no monte Naatani, onde, no passado, os akkronianos haviam construído uma base. Durante as buscas, os amigos descobrem que está em curso um plano para trazer o mad doctor de volta! Uma aventura movimentada, com reviravoltas e emoções surpreendentes. Leia mais	21.0	16.0	1.7
CAPA COMUM	2024-04-15T17:33:34.230923	29.9	Martin Mystère - Volume 25: Nautilus!	MYTHOS	2021-10-22	100	16 x 0.5 x 21 cm	6559511480	978-6559511488	8.0	NAUTILUS!O que você responderia a um gentil e idoso senhor que lhe propusesse fazer uma expedição à célebre Ilha Misteriosa, a mesma do romance de Júlio Verne? E o que espera encontrar Cyrus Smith, o gentil e idoso senhor em questão, naquele que foi o inacessível refúgio do Capitão Nemo? Nem é preciso dizer que Martin Mystère jamais deixaria escapar uma ocasião tão emocionante, e acompanha o velho explorador até a ilha. Entretanto, em sua base secreta, os Homens de Preto tecem suas tramas. Leia mais	21.0	16.0	0.5
CAPA COMUM	2024-04-15T17:34:08.805812	31.9	Tex edição de ouro Nº 116: Marcas do passado	MYTHOS	2021-09-28	228	13.5 x 0.98 x 17.6 cm	6559511502	978-6559511501	5.0	Marcas do PassadoTex assume a identidade de um imaginário assaltante, Jack Devil, para entrar no bando de Nacho Gutierrez, que está reunindo um pequeno exército de bandidos no estado mexicano de Coahuila, e ao qual parece que Montales – grande amigo de Tex – se uniu após abandonar a vida política. Na tentativa de descobrir o motivo, o ranger fica sabendo da trágica história da vila São Rafael, arrasada muitos anos antes por uma terrível enxurrada durante um roubo de ouro. Agora, Nacho Gutierrez decidiu ignorar a lenda sobre os fantasmas de São Rafael e recuperar as riquezas sepultadas. Leia mais	17.6	13.5	0.98
CAPA DURA	2024-04-08T21:56:34.109337	60.0	Patrulha Estelar Yamato (Edição Histórica)	NEWPOP	2021-04-9	648	21.6 x 16 x 5.6 cm	8583622922	978-8583622925	4.7	O ano é 2199, a Terra está sofrendo com as invasões e ataques do Império Gamilas, que força a humanidade a se refugiar em uma metrópole subterrânea, devido às armas de radiação. Mas a situação está rapidamente se deteriorando e dentro de um ano o planeta inteiro se tornará inabitável. Em meio a isso, uma mensagem misteriosa vinda dos confins do universo é captada pela base de Marte, contendo o método para a produção do “motor de ondas” e instruções que usassem essa tecnologia de viagem espacial para ir até o planeta Iskandar, onde conseguiriam um dispositivo que eliminaria por completo toda a radiação dos gamilanos. Para essa missão é escolhido um antigo couraçado utilizado na guerra de 250 anos atrás, o Yamato. E assim, o Couraçado Espacial Yamato parte em rumo a uma galáxia distante para trazer à Terra, dentro de um ano, a única e última esperança da humanidade! Reviva as emoções do maior clássico de ópera espacial criado no Japão, exibido nas TVs brasileiras na década de 1980, agora em um mangá de volume único na edição Prime. Formato: 15 x 21cm - 648 páginas em papel Pollen Bold 90g e Capa Dura com acabamento em verniz Leia mais	21.6	16.0	5.6
CANOA, GRAMPEADO OU COSTURADO	2024-04-15T17:35:42.120641	13.9	O Fantasma - volume 11: A lenda do Fantasma é maior do que se imagina!	MYTHOS	2021-07-30	52	17 x 0.1 x 26 cm	6559510913	978-6559510917	58.0	A Lenda do fantasma é maior do que se imagina!Na pacífica vila dos Mori, uma estranha construção se ergue das águas: uma fortaleza de madeira no estilo Viking! Junto com ele, uma terrível maldição ancestral vem à tona, e caberá ao Espírito-Que-Anda dar um fim na ameaça! Depois, a família Walker será convidada para um baile real em Baronkhan, lar de Rex, protegido do Fantasma. Usando sua sabedoria, o herói terá que guiar o jovem pelo tortuoso caminho do amor! Duas aventuras inéditas em 52 páginas coloridas! Leia mais	26.0	17.0	0.1
CAPA COMUM	2024-04-15T17:30:26.521545	54.9	Zagor - Contos de Darkwood Vol. 02: Alvo Humano / Rancho Harbour / Flor da Noite	MYTHOS	2022-01-17	196	17 x 1.2 x 23.3 cm	655951210X	978-6559512102	9.0	À procura de ZagorFiladélfia, segunda metade do século 19. Um misterioso personagem conta ao jornalista Roger Hodgson alguns episódios da vida de Patrick Wilding, o lendário herói da fronteira, conhecido pelo nome de Zagor, cujos vestígios se perderam há anos. Hodgson pretende escrever um livro, e, depois de coletar inúmeros testemunhos sobre suas extraordinárias façanhas, o jornalista se interessa por seu lado humano. E, com um bloco de anotações e um lápis na mão, ele se prepara para ouvir os interessantes relatos de mais três aventuras inéditas. Leia mais	23.3	17.0	1.2
CAPA DURA	2024-04-15T17:30:33.887167	79.9	Véu	MYTHOS	2022-01-12	140	17 x 0.7 x 26 cm	655951207X	978-6559512072	14.0	Uma História de mistério e misticismo por Greg RuckaPaixões estão em alta quando uma linda mulher vaga para fora de um túnel abandonado de metrô. Sem memória de quem ela é ou de como chegou lá, Véu precisa descobrir em quem confiar e quem ela é – um objeto de desejo ou uma força a ser reconhecida – enquanto seu passado é revelado. Leia mais	26.0	17.0	0.7
CAPA COMUM	2024-04-15T17:30:37.406606	33.37	Tex Platinum Nº 36: A prova de fogo	MYTHOS	2022-01-12	228	13.5 x 0.98 x 17.6 cm	6559511839	978-6559511839	9.0	Durante uma operação contra uma quadrilha de assaltantes de bancos, o jovem ranger Michael Loman morre em seu batismo de fogo. Jack Loman, pai do rapaz, veterano do corpo dos rangers e amigo de Tex, enlouquecido pela dor da morte do filho, segue os rastros dos criminosos, decidido a fazer justiça com as próprias mãos. Para alcançar seu objetivo, Loman usa métodos não muito lícitos e Tex é obrigado a perseguir o amigo, que se tornou uma fera sedenta de sangue. Leia mais	17.6	13.5	0.98
